species,age,weight,temperature,heartRate,respiratoryRate,skinRedness,itching,hairLoss,vomiting,diarrhea,appetiteLevel,waterIntakeLevel,activityLevel,symptomDurationDays,abnormalProbability,riskGrade,primaryRiskFactor
CAT,11,2.2,38.6,206,24,True,False,False,False,False,NORMAL,DECREASED,NORMAL,5,0.05,NORMAL,이상 없음(정상)
CAT,14,2.2,39.5,152,28,True,True,False,False,False,NORMAL,NORMAL,NORMAL,2,0.09,NORMAL,이상 없음(정상)
DOG,11,22.9,38.6,107,28,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.07,NORMAL,이상 없음(정상)
DOG,4,26.0,39.7,133,27,False,False,False,True,False,NORMAL,DECREASED,NORMAL,5,0.42,WATCH,"미열, 구토"
DOG,14,27.7,39.6,131,34,False,True,False,False,True,NONE,DECREASED,NORMAL,1,0.68,CAUTION,"미열, 설사"
CAT,3,3.4,39.6,261,32,False,False,False,False,False,NONE,NORMAL,LOW,7,0.74,CAUTION,"미열, 빈맥"
CAT,1,4.4,39.6,256,25,False,True,False,False,True,NORMAL,DECREASED,LOW,7,0.71,CAUTION,"미열, 빈맥"
DOG,2,11.6,39.0,93,36,False,False,False,False,False,DECREASED,DECREASED,NORMAL,3,0.0,NORMAL,이상 없음(정상)
DOG,3,25.9,39.5,155,30,True,False,False,False,False,DECREASED,DECREASED,LOW,2,0.69,CAUTION,"미열, 피부 징후"
DOG,2,20.9,40.0,137,32,True,False,False,False,False,NORMAL,NORMAL,LOW,0,0.65,CAUTION,"고열, 피부 징후"
CAT,15,3.4,38.6,176,11,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,5,23.0,39.3,84,26,False,False,False,False,False,DECREASED,INCREASED,HIGH,3,0.36,WATCH,"미열, 식욕 감소"
CAT,15,7.3,39.3,172,24,False,False,True,False,True,NORMAL,DECREASED,NORMAL,3,0.41,WATCH,"설사, 피부 징후"
DOG,10,3.4,40.8,130,38,True,False,True,True,True,NONE,NORMAL,LOW,3,1.0,DANGER,"고열, 소화기 이상(구토 및 설사)"
CAT,7,5.3,41.0,239,58,True,False,False,False,True,DECREASED,DECREASED,LOW,3,1.0,DANGER,"고열, 호흡 급증"
DOG,8,16.7,38.5,86,34,False,False,False,False,False,NORMAL,NORMAL,HIGH,3,0.04,NORMAL,이상 없음(정상)
CAT,4,7.0,39.3,174,18,False,False,True,True,False,NORMAL,NORMAL,NORMAL,5,0.41,WATCH,"구토, 피부 징후"
DOG,7,27.6,40.3,130,45,False,True,False,True,True,NONE,DECREASED,LOW,4,1.0,DANGER,"고열, 호흡 급증"
CAT,10,5.2,40.0,247,32,False,False,True,False,False,DECREASED,DECREASED,NORMAL,3,0.53,CAUTION,"미열, 빈맥"
DOG,7,11.6,38.4,93,22,False,False,False,False,False,DECREASED,DECREASED,NORMAL,1,0.16,NORMAL,이상 없음(정상)
DOG,1,12.9,38.0,123,21,True,False,False,False,False,NORMAL,NORMAL,NORMAL,5,0.06,NORMAL,이상 없음(정상)
CAT,3,5.4,39.3,174,26,False,False,False,False,False,NORMAL,NORMAL,LOW,0,0.11,NORMAL,이상 없음(정상)
CAT,1,6.1,40.2,262,37,False,True,True,False,False,DECREASED,NORMAL,LOW,3,0.64,CAUTION,"미열, 빈맥"
DOG,12,23.2,38.7,129,29,True,False,False,False,False,NORMAL,NORMAL,LOW,5,0.42,WATCH,"피부 징후, 활동량 저하"
CAT,13,7.8,39.9,206,32,False,False,False,False,False,NORMAL,NORMAL,HIGH,0,0.18,NORMAL,이상 없음(정상)
DOG,2,9.3,40.5,205,50,False,True,False,True,True,NONE,DECREASED,LOW,4,1.0,DANGER,"고열, 빈맥"
CAT,9,4.4,40.6,247,54,False,True,False,True,True,NONE,DECREASED,LOW,2,1.0,DANGER,"고열, 빈맥"
DOG,9,5.7,40.1,191,48,False,False,False,True,False,DECREASED,DECREASED,LOW,4,1.0,DANGER,"고열, 빈맥"
CAT,11,2.5,38.3,119,18,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.03,NORMAL,이상 없음(정상)
DOG,3,22.2,37.8,88,32,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,3,16.1,39.4,140,28,False,False,True,False,False,NORMAL,DECREASED,LOW,2,0.36,WATCH,"미열, 피부 징후"
DOG,9,15.5,39.8,182,33,False,False,True,False,False,DECREASED,DECREASED,NORMAL,7,0.68,CAUTION,"미열, 빈맥"
DOG,13,3.9,37.9,93,24,False,False,False,False,False,NORMAL,NORMAL,HIGH,5,0.06,NORMAL,이상 없음(정상)
DOG,7,26.4,38.5,116,21,False,False,False,False,False,NORMAL,INCREASED,HIGH,2,0.02,NORMAL,이상 없음(정상)
DOG,11,22.6,38.5,135,19,False,True,False,False,True,DECREASED,NORMAL,NORMAL,7,0.42,WATCH,"설사, 피부 징후"
DOG,9,23.7,38.8,135,17,False,False,True,False,False,NORMAL,NORMAL,NORMAL,0,0.2,NORMAL,이상 없음(정상)
DOG,12,3.8,38.3,104,16,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.08,NORMAL,이상 없음(정상)
DOG,15,19.2,38.2,123,26,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,15,25.9,40.7,165,66,True,True,True,True,True,NONE,NORMAL,HIGH,6,1.0,DANGER,"고열, 빈맥"
DOG,15,18.0,39.5,174,34,True,True,True,True,True,NONE,DECREASED,LOW,4,1.0,DANGER,"미열, 빈맥"
DOG,5,9.3,38.7,98,24,False,False,False,False,False,NORMAL,NORMAL,HIGH,1,0.04,NORMAL,이상 없음(정상)
CAT,1,4.2,39.8,146,24,False,False,False,False,False,NORMAL,NORMAL,LOW,1,0.24,NORMAL,이상 없음(정상)
DOG,15,11.1,38.5,106,26,False,False,False,False,False,NORMAL,DECREASED,LOW,2,0.06,NORMAL,이상 없음(정상)
CAT,15,3.1,41.0,253,34,True,True,True,True,False,DECREASED,DECREASED,LOW,6,1.0,DANGER,"고열, 빈맥"
DOG,15,18.9,37.5,115,24,False,False,False,False,False,NORMAL,NORMAL,LOW,7,0.13,NORMAL,이상 없음(정상)
CAT,14,4.6,41.3,213,40,True,True,True,True,True,NORMAL,NORMAL,NORMAL,1,1.0,DANGER,"고열, 호흡 급증"
CAT,14,6.1,39.5,229,31,False,True,False,True,False,DECREASED,DECREASED,LOW,6,0.67,CAUTION,"구토, 피부 징후"
CAT,10,2.1,39.3,209,13,False,False,True,False,False,NORMAL,NORMAL,LOW,4,0.44,WATCH,"피부 징후, 활동량 저하"
DOG,10,19.4,37.3,118,21,True,False,False,False,True,NORMAL,NORMAL,NORMAL,4,0.28,NORMAL,이상 없음(정상)
CAT,14,3.6,39.2,255,28,False,False,False,True,False,DECREASED,NORMAL,NORMAL,5,0.49,WATCH,"빈맥, 구토"
DOG,11,14.4,40.5,200,50,True,False,False,True,True,NORMAL,DECREASED,LOW,2,1.0,DANGER,"고열, 빈맥"
DOG,7,24.1,39.7,176,33,True,False,True,False,False,DECREASED,DECREASED,LOW,5,0.68,CAUTION,"미열, 빈맥"
CAT,9,6.2,40.3,238,14,False,False,False,False,True,DECREASED,NORMAL,NORMAL,2,0.41,WATCH,"미열, 설사"
DOG,8,24.1,40.2,202,58,False,False,False,False,False,NONE,NORMAL,LOW,7,1.0,DANGER,"고열, 빈맥"
DOG,13,27.4,39.0,123,20,False,False,True,False,False,DECREASED,NORMAL,NORMAL,7,0.31,WATCH,"피부 징후, 식욕 감소"
DOG,1,26.1,38.9,149,16,False,False,True,False,True,NORMAL,NORMAL,LOW,1,0.41,WATCH,"설사, 피부 징후"
CAT,1,4.6,40.3,243,43,False,False,True,True,False,DECREASED,DECREASED,LOW,4,1.0,DANGER,"미열, 빈맥"
DOG,15,13.6,39.6,125,29,False,False,False,True,False,DECREASED,NORMAL,HIGH,6,0.41,WATCH,"미열, 구토"
CAT,4,2.4,38.2,179,10,False,False,False,False,False,NORMAL,NORMAL,HIGH,0,0.0,NORMAL,이상 없음(정상)
CAT,11,6.6,39.2,167,26,False,True,False,False,True,NORMAL,DECREASED,LOW,4,0.35,WATCH,"설사, 피부 징후"
CAT,12,7.5,40.4,272,49,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.59,CAUTION,"미열, 빈맥"
CAT,14,3.8,39.1,248,34,True,False,True,False,False,INCREASED,NORMAL,HIGH,7,0.49,WATCH,"빈맥, 피부 징후"
DOG,6,4.8,39.7,107,45,False,False,False,False,False,DECREASED,NORMAL,LOW,2,0.65,CAUTION,"미열, 호흡 급증"
CAT,3,5.0,40.5,209,44,False,False,False,True,False,DECREASED,DECREASED,LOW,4,1.0,DANGER,"고열, 호흡 급증"
CAT,5,4.5,39.6,210,35,False,False,False,False,True,DECREASED,DECREASED,NORMAL,7,0.53,CAUTION,"미열, 설사"
DOG,14,19.7,39.8,198,40,True,True,True,True,True,NONE,INCREASED,NORMAL,7,1.0,DANGER,"미열, 빈맥"
CAT,8,5.6,39.6,196,39,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.14,NORMAL,이상 없음(정상)
CAT,5,7.4,39.8,204,18,False,False,False,True,False,NORMAL,NORMAL,NORMAL,6,0.36,WATCH,"미열, 구토"
CAT,2,4.8,40.5,274,42,True,True,False,False,False,NONE,DECREASED,LOW,0,1.0,DANGER,"고열, 빈맥"
DOG,6,28.8,39.2,90,22,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.04,NORMAL,이상 없음(정상)
DOG,11,20.9,39.0,62,25,True,False,False,False,True,DECREASED,NORMAL,LOW,5,0.43,WATCH,"설사, 피부 징후"
CAT,15,5.4,38.6,161,14,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,7,6.7,40.0,207,28,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.13,NORMAL,이상 없음(정상)
DOG,9,24.9,39.5,136,31,False,False,True,False,False,NORMAL,NORMAL,HIGH,4,0.31,WATCH,"미열, 피부 징후"
CAT,5,7.7,38.7,102,12,True,False,False,False,False,NORMAL,NORMAL,NORMAL,7,0.21,NORMAL,이상 없음(정상)
CAT,15,4.8,38.5,113,36,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.08,NORMAL,이상 없음(정상)
CAT,11,7.4,41.0,251,38,False,False,False,True,True,DECREASED,DECREASED,LOW,5,1.0,DANGER,"고열, 빈맥"
DOG,4,3.8,39.2,140,42,False,True,False,True,False,DECREASED,NORMAL,LOW,0,0.66,CAUTION,"호흡 급증, 구토"
DOG,15,11.9,38.7,107,34,False,True,False,True,False,NORMAL,NORMAL,NORMAL,0,0.36,WATCH,"구토, 피부 징후"
CAT,11,7.2,39.5,247,38,False,False,False,False,False,DECREASED,NORMAL,LOW,1,0.51,CAUTION,"빈맥, 식욕 감소"
DOG,12,13.6,39.3,115,30,False,False,False,True,False,NORMAL,INCREASED,NORMAL,6,0.38,WATCH,"미열, 구토"
DOG,4,7.8,39.7,95,37,False,False,False,False,False,NORMAL,NORMAL,LOW,6,0.28,NORMAL,이상 없음(정상)
CAT,5,4.3,40.0,249,13,False,True,False,False,False,INCREASED,NORMAL,NORMAL,6,0.39,WATCH,"미열, 빈맥"
CAT,9,4.0,41.3,242,50,False,False,False,True,False,NONE,DECREASED,NORMAL,0,1.0,DANGER,"고열, 빈맥"
DOG,8,23.5,40.4,182,44,True,False,False,True,False,NONE,NORMAL,LOW,0,1.0,DANGER,"고열, 빈맥"
CAT,13,3.7,38.9,203,16,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,2,6.2,39.3,190,25,True,False,False,True,False,DECREASED,NORMAL,LOW,2,0.6,CAUTION,"구토, 피부 징후"
DOG,4,4.5,39.1,111,32,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.02,NORMAL,이상 없음(정상)
DOG,11,20.8,39.0,93,19,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.12,NORMAL,이상 없음(정상)
CAT,14,7.0,39.0,195,22,False,False,False,True,False,DECREASED,NORMAL,NORMAL,0,0.41,WATCH,"구토, 식욕 감소"
DOG,6,29.9,39.1,103,24,False,True,False,True,False,NORMAL,NORMAL,HIGH,5,0.36,WATCH,"구토, 피부 징후"
CAT,13,3.5,39.2,196,37,False,False,False,True,True,NORMAL,NORMAL,NORMAL,3,0.48,WATCH,소화기 이상(구토 및 설사)
DOG,13,11.5,39.1,95,44,True,False,True,False,False,NORMAL,NORMAL,LOW,0,0.48,WATCH,"호흡 급증, 피부 징후"
CAT,5,4.0,39.5,232,29,True,False,False,True,False,NORMAL,DECREASED,NORMAL,2,0.44,WATCH,"구토, 피부 징후"
DOG,13,27.5,38.8,144,32,True,False,True,True,False,NORMAL,NORMAL,LOW,6,0.35,WATCH,"구토, 피부 징후"
CAT,5,5.8,39.1,255,16,False,False,False,False,False,NORMAL,INCREASED,LOW,2,0.31,WATCH,"빈맥, 활동량 저하"
DOG,4,22.5,38.1,89,22,False,False,False,False,False,INCREASED,NORMAL,NORMAL,0,0.14,NORMAL,이상 없음(정상)
DOG,1,26.2,40.4,154,34,True,False,False,True,True,NONE,NORMAL,LOW,7,1.0,DANGER,"고열, 소화기 이상(구토 및 설사)"
DOG,7,18.4,38.2,133,23,False,False,False,False,False,DECREASED,NORMAL,NORMAL,2,0.0,NORMAL,이상 없음(정상)
DOG,15,3.8,40.1,98,34,False,False,False,True,False,DECREASED,DECREASED,LOW,5,0.7,CAUTION,"고열, 구토"
DOG,6,10.0,39.0,92,29,False,False,False,True,False,NONE,NORMAL,NORMAL,7,0.47,WATCH,"구토, 식욕 절폐"
DOG,10,13.2,39.6,128,22,True,True,False,False,False,DECREASED,INCREASED,LOW,3,0.51,CAUTION,"미열, 피부 징후"
CAT,1,2.3,40.2,244,38,False,True,False,False,True,NORMAL,NORMAL,NORMAL,5,0.7,CAUTION,"미열, 빈맥"
CAT,14,2.8,40.9,289,43,True,False,True,True,True,NONE,DECREASED,LOW,6,1.0,DANGER,"고열, 빈맥"
CAT,10,7.3,40.7,244,58,True,True,False,False,False,NORMAL,NORMAL,LOW,6,1.0,DANGER,"고열, 빈맥"
DOG,12,26.3,39.9,170,36,False,True,False,False,False,NORMAL,DECREASED,LOW,4,0.74,CAUTION,"미열, 빈맥"
CAT,11,2.4,39.4,157,33,False,False,False,False,False,DECREASED,NORMAL,NORMAL,4,0.18,NORMAL,이상 없음(정상)
DOG,13,14.0,38.4,98,30,False,True,False,False,False,NORMAL,DECREASED,NORMAL,0,0.19,NORMAL,이상 없음(정상)
CAT,15,4.8,39.6,184,35,False,False,False,False,False,DECREASED,NORMAL,NORMAL,5,0.32,WATCH,"미열, 식욕 감소"
CAT,3,6.5,39.2,154,29,True,False,False,False,True,INCREASED,NORMAL,LOW,0,0.4,WATCH,"설사, 피부 징후"
DOG,15,25.4,38.8,134,41,True,False,False,False,False,NORMAL,INCREASED,HIGH,0,0.47,WATCH,"호흡 급증, 피부 징후"
DOG,2,14.1,38.8,141,35,False,False,True,True,False,NORMAL,NORMAL,NORMAL,7,0.33,WATCH,"구토, 피부 징후"
CAT,7,2.3,39.5,237,30,False,False,False,False,True,DECREASED,DECREASED,LOW,3,0.4,WATCH,"설사, 식욕 감소"
DOG,8,10.4,38.8,172,33,False,False,False,False,True,NORMAL,NORMAL,NORMAL,6,0.49,WATCH,"빈맥, 설사"
CAT,5,3.7,39.3,224,33,False,False,False,False,True,DECREASED,DECREASED,LOW,2,0.3,WATCH,"설사, 식욕 감소"
DOG,7,11.5,39.1,92,29,False,False,False,False,False,NORMAL,NORMAL,HIGH,4,0.0,NORMAL,이상 없음(정상)
CAT,9,4.9,40.4,259,63,False,True,False,True,True,DECREASED,DECREASED,NORMAL,7,1.0,DANGER,"미열, 빈맥"
DOG,15,28.3,39.8,178,13,False,True,False,False,False,NORMAL,DECREASED,HIGH,4,0.43,WATCH,"미열, 빈맥"
CAT,9,5.7,38.3,137,24,False,True,False,False,True,NORMAL,DECREASED,LOW,7,0.41,WATCH,"설사, 피부 징후"
DOG,13,15.7,38.1,102,42,False,False,False,False,False,NORMAL,INCREASED,NORMAL,0,0.32,WATCH,호흡 급증
DOG,5,26.8,38.8,70,15,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.02,NORMAL,이상 없음(정상)
CAT,3,4.6,38.6,190,31,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.1,NORMAL,이상 없음(정상)
CAT,2,3.3,39.9,205,27,True,False,False,False,False,NORMAL,INCREASED,NORMAL,4,0.4,WATCH,"미열, 피부 징후"
CAT,13,2.2,39.5,230,34,False,False,False,False,False,NORMAL,INCREASED,HIGH,2,0.07,NORMAL,이상 없음(정상)
DOG,6,27.6,37.8,116,30,True,False,False,True,False,DECREASED,DECREASED,NORMAL,6,0.36,WATCH,"구토, 피부 징후"
CAT,11,7.7,40.9,262,48,False,True,False,True,True,DECREASED,DECREASED,NORMAL,5,1.0,DANGER,"고열, 빈맥"
CAT,15,3.2,39.3,239,44,False,False,True,False,False,DECREASED,NORMAL,LOW,7,0.56,CAUTION,"호흡 급증, 피부 징후"
DOG,9,4.6,39.4,138,35,False,False,False,True,True,DECREASED,NORMAL,LOW,4,0.73,CAUTION,"미열, 소화기 이상(구토 및 설사)"
DOG,2,18.8,38.3,141,22,False,False,False,False,True,NORMAL,NORMAL,NORMAL,0,0.03,NORMAL,이상 없음(정상)
CAT,1,6.8,38.9,210,43,False,False,False,False,False,NORMAL,NORMAL,LOW,5,0.31,WATCH,"호흡 급증, 활동량 저하"
DOG,15,19.8,39.1,90,18,False,False,False,False,False,NORMAL,INCREASED,HIGH,5,0.0,NORMAL,이상 없음(정상)
CAT,6,7.5,40.9,253,49,True,True,False,True,True,NONE,DECREASED,LOW,1,1.0,DANGER,"고열, 빈맥"
CAT,8,4.9,39.9,219,46,False,False,False,False,False,DECREASED,NORMAL,LOW,3,0.69,CAUTION,"미열, 호흡 급증"
DOG,4,17.9,39.0,124,12,True,False,False,True,False,NORMAL,NORMAL,NORMAL,5,0.32,WATCH,"구토, 피부 징후"
CAT,2,3.0,39.6,187,24,False,False,False,False,False,DECREASED,INCREASED,NORMAL,6,0.32,WATCH,"미열, 식욕 감소"
DOG,9,16.5,40.6,144,51,False,False,True,True,True,DECREASED,NORMAL,LOW,3,1.0,DANGER,"고열, 호흡 급증"
DOG,10,12.0,40.6,194,57,True,True,False,True,True,DECREASED,DECREASED,LOW,2,1.0,DANGER,"고열, 빈맥"
CAT,13,3.5,40.8,262,53,True,False,False,False,False,NONE,DECREASED,LOW,3,1.0,DANGER,"고열, 빈맥"
DOG,15,25.0,39.1,161,38,False,True,True,False,False,DECREASED,DECREASED,LOW,2,0.51,CAUTION,"빈맥, 피부 징후"
DOG,1,18.2,39.9,119,24,False,False,False,False,True,NORMAL,NORMAL,NORMAL,5,0.37,WATCH,"미열, 설사"
CAT,10,2.2,38.5,192,19,False,False,False,False,False,NORMAL,INCREASED,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,9,4.5,38.6,193,24,False,False,False,False,True,NORMAL,NORMAL,NORMAL,2,0.21,NORMAL,이상 없음(정상)
CAT,11,3.4,40.5,214,46,False,True,False,False,False,NONE,NORMAL,LOW,6,1.0,DANGER,"고열, 호흡 급증"
DOG,13,9.3,40.9,195,42,False,False,False,True,False,NONE,DECREASED,NORMAL,1,1.0,DANGER,"고열, 빈맥"
CAT,5,3.3,39.8,214,28,True,False,False,False,True,INCREASED,DECREASED,NORMAL,3,0.38,WATCH,"미열, 설사"
DOG,11,4.9,38.2,147,22,False,False,False,False,False,DECREASED,NORMAL,HIGH,3,0.12,NORMAL,이상 없음(정상)
DOG,3,19.5,38.7,93,24,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.04,NORMAL,이상 없음(정상)
CAT,13,3.8,39.0,149,17,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.02,NORMAL,이상 없음(정상)
DOG,6,21.5,38.4,122,30,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,12,2.5,41.1,300,62,False,False,False,True,True,NONE,DECREASED,LOW,5,1.0,DANGER,"고열, 빈맥"
DOG,3,10.0,39.6,90,36,False,True,False,True,False,DECREASED,DECREASED,LOW,1,0.63,CAUTION,"미열, 구토"
DOG,8,27.9,38.4,81,23,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,1,2.6,41.2,265,47,False,True,False,False,True,NONE,NORMAL,LOW,4,1.0,DANGER,"고열, 빈맥"
CAT,14,5.6,39.5,275,26,False,True,False,True,False,NORMAL,NORMAL,NORMAL,6,0.62,CAUTION,"빈맥, 구토"
DOG,9,13.4,39.3,117,31,True,True,False,False,False,NORMAL,NORMAL,NORMAL,4,0.37,WATCH,"미열, 피부 징후"
DOG,10,9.5,38.8,86,26,True,False,False,False,True,NORMAL,DECREASED,NORMAL,4,0.23,NORMAL,이상 없음(정상)
CAT,15,7.0,40.6,282,64,True,False,False,True,True,NONE,DECREASED,NORMAL,3,1.0,DANGER,"고열, 빈맥"
DOG,11,19.8,39.6,131,25,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.28,NORMAL,이상 없음(정상)
DOG,6,21.7,38.5,104,29,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,1,5.2,40.3,161,34,True,True,False,False,False,DECREASED,NORMAL,LOW,7,0.9,DANGER,"고열, 빈맥"
DOG,15,23.8,40.1,84,28,False,False,False,False,False,NORMAL,INCREASED,NORMAL,0,0.37,WATCH,고열
CAT,2,5.6,40.4,218,28,False,True,False,True,False,NORMAL,DECREASED,LOW,3,0.54,CAUTION,"미열, 구토"
DOG,15,25.8,39.4,161,33,False,True,False,False,False,DECREASED,DECREASED,LOW,0,0.63,CAUTION,"미열, 빈맥"
DOG,1,26.3,39.1,164,39,True,True,True,False,True,NORMAL,DECREASED,LOW,1,0.65,CAUTION,"빈맥, 설사"
CAT,11,7.4,38.9,194,26,True,False,False,True,False,NORMAL,NORMAL,NORMAL,0,0.43,WATCH,"구토, 피부 징후"
CAT,9,4.6,39.0,172,19,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,6,7.9,38.6,190,18,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,1,6.2,40.2,198,32,False,False,True,False,False,NORMAL,INCREASED,NORMAL,0,0.33,WATCH,"미열, 피부 징후"
DOG,2,14.1,39.9,173,35,False,True,False,True,True,NONE,DECREASED,LOW,0,1.0,DANGER,"미열, 빈맥"
DOG,2,7.4,39.5,120,50,True,False,False,False,False,DECREASED,DECREASED,LOW,5,0.74,CAUTION,"미열, 호흡 급증"
CAT,8,3.4,38.9,171,19,False,False,False,True,False,NORMAL,NORMAL,NORMAL,4,0.15,NORMAL,이상 없음(정상)
CAT,10,7.2,40.3,202,20,True,False,False,False,False,INCREASED,NORMAL,LOW,2,0.43,WATCH,"미열, 피부 징후"
DOG,8,17.5,39.8,122,24,False,False,False,False,True,NORMAL,NORMAL,HIGH,3,0.44,WATCH,"미열, 설사"
CAT,5,5.0,39.7,261,29,False,False,False,True,False,DECREASED,NORMAL,NORMAL,2,0.71,CAUTION,"미열, 빈맥"
CAT,11,5.7,39.9,262,38,False,False,False,False,False,DECREASED,NORMAL,NORMAL,0,0.5,CAUTION,"미열, 빈맥"
DOG,6,25.9,39.6,114,25,True,True,False,False,True,DECREASED,NORMAL,LOW,6,0.7,CAUTION,"미열, 설사"
DOG,1,15.7,39.9,188,38,True,True,True,False,False,DECREASED,DECREASED,LOW,1,0.72,CAUTION,"미열, 빈맥"
DOG,7,25.9,39.3,189,30,True,False,False,False,False,INCREASED,NORMAL,LOW,5,0.64,CAUTION,"미열, 빈맥"
DOG,9,9.9,38.1,136,20,False,True,True,False,False,DECREASED,NORMAL,LOW,5,0.33,WATCH,"피부 징후, 식욕 감소"
CAT,14,4.6,38.7,219,19,False,True,True,False,False,NORMAL,NORMAL,HIGH,5,0.13,NORMAL,이상 없음(정상)
DOG,12,12.2,39.4,123,22,False,False,True,False,False,DECREASED,DECREASED,HIGH,6,0.49,WATCH,"미열, 피부 징후"
CAT,1,3.5,39.7,218,51,False,False,False,True,False,DECREASED,DECREASED,NORMAL,5,0.7,CAUTION,"미열, 호흡 급증"
CAT,7,3.4,38.8,129,30,False,False,False,False,False,DECREASED,DECREASED,NORMAL,6,0.14,NORMAL,이상 없음(정상)
CAT,9,4.0,39.0,166,25,False,False,True,False,False,NORMAL,NORMAL,LOW,1,0.26,NORMAL,이상 없음(정상)
CAT,6,6.6,38.4,187,23,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,11,16.7,39.5,165,37,True,True,True,True,False,NORMAL,DECREASED,LOW,1,0.91,DANGER,"미열, 빈맥"
DOG,14,18.7,39.0,94,24,False,True,False,False,True,NORMAL,DECREASED,NORMAL,0,0.3,WATCH,"설사, 피부 징후"
CAT,9,7.5,39.0,240,20,False,False,False,False,False,DECREASED,NORMAL,LOW,6,0.43,WATCH,"빈맥, 식욕 감소"
DOG,2,6.2,38.2,168,27,False,False,False,False,True,NORMAL,NORMAL,NORMAL,0,0.42,WATCH,"빈맥, 설사"
CAT,12,3.0,39.1,142,25,False,False,False,False,True,INCREASED,INCREASED,NORMAL,5,0.19,NORMAL,이상 없음(정상)
DOG,3,9.5,39.9,112,46,True,True,False,False,True,NORMAL,INCREASED,NORMAL,5,0.74,CAUTION,"미열, 호흡 급증"
DOG,13,4.2,38.6,132,31,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,6,23.8,39.9,150,34,True,True,True,False,True,NORMAL,NORMAL,LOW,7,0.6,CAUTION,"미열, 설사"
DOG,15,15.2,41.1,161,55,True,False,False,True,False,DECREASED,NORMAL,LOW,6,1.0,DANGER,"고열, 빈맥"
DOG,14,15.0,38.7,118,24,True,True,False,False,True,DECREASED,NORMAL,NORMAL,0,0.41,WATCH,"설사, 피부 징후"
DOG,7,18.5,39.1,101,23,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,7,27.0,38.8,50,27,False,False,False,True,False,NORMAL,NORMAL,NORMAL,7,0.23,NORMAL,이상 없음(정상)
DOG,9,7.4,39.7,159,47,False,False,False,False,False,DECREASED,NORMAL,LOW,7,0.62,CAUTION,"미열, 호흡 급증"
CAT,9,6.4,41.1,277,40,True,False,False,True,False,DECREASED,INCREASED,LOW,7,1.0,DANGER,"고열, 빈맥"
CAT,5,7.0,38.8,198,29,True,False,False,True,False,NORMAL,DECREASED,LOW,3,0.4,WATCH,"구토, 피부 징후"
DOG,12,22.6,38.3,123,19,False,False,False,False,False,INCREASED,NORMAL,LOW,7,0.02,NORMAL,이상 없음(정상)
CAT,4,6.4,38.3,141,10,True,False,False,False,False,NORMAL,NORMAL,NORMAL,1,0.11,NORMAL,이상 없음(정상)
DOG,14,15.9,40.4,196,42,True,False,False,False,False,DECREASED,DECREASED,LOW,5,1.0,DANGER,"고열, 빈맥"
CAT,6,7.3,39.3,201,26,False,True,False,False,False,NORMAL,NORMAL,LOW,0,0.21,NORMAL,이상 없음(정상)
CAT,7,3.0,39.5,126,20,False,False,False,True,False,NORMAL,INCREASED,HIGH,3,0.21,NORMAL,이상 없음(정상)
